"ѕоварЄнок.ру - всЄ о кулинарии";1351249;"http://www.povarenok.ru/"

"ƒата";"ѕосетители";"Ќовые посетители";"ядро";"’осты";"ѕросмотры";"√лубина"
"21 июл€";437289;213809;66537;386965;1825312;4.174
"20 июл€";411235;204518;65772;364352;1632625;3.970
"19 июл€";382411;188837;66045;340467;1540731;4.029
"18 июл€";394479;189182;66080;351718;1662029;4.213
"17 июл€";417135;199360;66622;370517;1757883;4.214
"16 июл€";406836;193663;66739;363706;1704997;4.191
"15 июл€";404869;192563;66412;362650;1687839;4.169
"14 июл€";418387;200413;65867;373546;1754093;4.193
"13 июл€";408253;199996;65409;367005;1630440;3.994
"12 июл€";388465;190940;65609;349195;1572641;4.048
"11 июл€";410000;197273;65434;367021;1752642;4.275
"10 июл€";417363;198635;65727;373312;1792262;4.294
"9 июл€";411277;195630;65501;368749;1753421;4.263
"8 июл€";411988;196901;64867;369341;1733311;4.207
"7 июл€";414868;199180;64323;371266;1739105;4.192
"6 июл€";391827;192531;64198;352473;1575410;4.021
"5 июл€";370380;180799;64047;332979;1430812;3.863
"4 июл€";390228;184495;63842;350216;1584583;4.061
"3 июл€";405080;190675;64154;364745;1735890;4.285
"2 июл€";396952;187150;64187;358265;1704784;4.295
"1 июл€";398664;189038;63725;360352;1667380;4.182
"30 июн€";414929;197334;63441;375772;1712392;4.127
"29 июн€";416636;204376;63222;374620;1643828;3.945
"28 июн€";402024;197434;63260;360939;1591115;3.958
"27 июн€";407346;190739;63151;367129;1733020;4.254
"26 июн€";419093;198321;63507;377871;1785101;4.259
"25 июн€";405466;191433;63889;367640;1688240;4.164
"24 июн€";402727;191006;63752;365399;1689773;4.196
"23 июн€";402465;190082;63152;365233;1677045;4.167
"22 июн€";412753;201353;62698;374556;1631988;3.954
"21 июн€";394364;193156;62777;356755;1583300;4.015
"20 июн€";383428;180960;62365;349035;1590861;4.149
"19 июн€";399024;188655;62471;362604;1669511;4.184
"18 июн€";399958;188224;62340;362672;1671533;4.179
"17 июн€";388894;183123;62068;354691;1619405;4.164
"16 июн€";383184;179831;61689;349556;1559061;4.069
"15 июн€";411772;201423;61547;372462;1610054;3.910
"14 июн€";385898;189738;61705;349461;1526790;3.956
"13 июн€";378379;182711;61907;342757;1525861;4.033
"12 июн€";379399;182934;62724;343680;1530160;4.033
"11 июн€";375712;175747;63630;342929;1550047;4.126
"10 июн€";374971;175456;63739;341693;1560271;4.161
"9 июн€";381669;179027;63619;348250;1562566;4.094
"8 июн€";371246;180698;63620;338419;1456567;3.923
